MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,PRP,sampleNum,estimate,portion_to_leave,error_threshold
-0.13475897323082625,-0.5597249704088672,-0.8552886366868179,-0.6686209890761214,-0.7376659368129019,-0.8860871948182766,25,170,15.000000000000002,0.25,5
-0.12529815490468948,-0.5597249704088672,-0.8552886366868179,-0.6686209890761214,-0.7376659368129019,-0.6685448296233704,24,100,15.0,0.25,5
0.0229213322047867,-0.6779249704926766,-0.6731857000097329,-0.6686209890761214,-0.04504830148475741,-0.5235165861600996,50,174,28.999536593664462,0.25,5
-0.5794174345592548,1.1357668340720066,0.4194319200527764,0.9483941955651158,1.8019320593902948,0.7092234832777025,188,189,157.00000017174577,0.25,5
-0.6866400422554716,-0.48463890478185706,-0.7988367263169215,2.6412069669864113,1.8019320593902948,0.7092234832777025,368,31,242.9661025163184,0.25,5
-0.3239753397535618,-0.31751185548302807,-0.6731857000097329,-0.6686209890761214,-0.04504830148475741,-0.4510024644284641,40,86,25.49982392978897,0.25,5
-0.19783109540507143,-0.6779249704926766,-0.6731857000097329,-0.6686209890761214,-0.7376659368129019,-0.8135730730866412,14,201,14.999999999999998,0.25,5
-0.6740256178206225,1.1357668340720066,1.8762554134694553,0.13988660324449725,0.8784418789527686,1.2893364571307857,172,3,269.01870128101655,0.25,5
0.7482507372086062,-0.6779249704926766,-0.3089798266555632,0.13988660324449725,-0.9685384819222834,-1.0311154382815473,67,207,55.499194628730315,0.25,5
-0.6456431628422122,1.1357668340720066,0.4194319200527764,0.9483941955651158,-0.04504830148475741,-0.4510024644284641,100,167,112.49993310578672,0.25,5
-0.6834864361467593,1.1357668340720066,0.4194319200527764,-0.6686209890761214,0.8784418789527686,0.12911050942461919,185,98,157.00001790527162,0.25,5
-0.2609032175793166,-0.31751185548302807,-0.3089798266555632,0.13988660324449725,-0.7376659368129019,-0.08843185577028703,109,180,60.0,0.25,5
2.7034865246102067,-0.6159184130716618,-0.8552886366868179,-0.6686209890761214,-0.7376659368129019,-0.958601316549912,13,103,15.499716123919903,0.25,5
-0.41227631079750504,-0.5597249704088672,-0.9463401050253603,-0.6686209890761214,-0.7376659368129019,-0.7410589513550058,8,157,16.00004768102959,0.25,5
2.072765302867755,-0.5597249704088672,-0.6731857000097329,-0.4664940909959667,-0.7376659368129019,-0.8860871948182766,22,110,21.00010279024115,0.25,5
-0.6456431628422122,3.07347175347872,1.8762554134694553,2.5654093802063533,2.7254222398278207,1.2893364571307857,510,153,385.9980602302559,0.25,5
-0.13475897323082625,-0.6779249704926766,0.4194319200527764,-0.6686209890761214,-0.04504830148475741,1.2893364571307857,35,15,74.00021904326401,0.25,5
-0.3239753397535618,-0.31751185548302807,-0.3089798266555632,0.13988660324449725,-0.7376659368129019,2.8846471352267646,66,89,33.994203738183785,0.25,5
-0.6456431628422122,1.1357668340720066,1.147843666761116,3.3739169725269718,-0.04504830148475741,-0.4510024644284641,140,168,235.48344354214512,0.25,5
3.9649289680951103,-0.6159184130716618,-0.8552886366868179,-0.6686209890761214,-0.9685384819222834,-1.0311154382815473,18,123,14.500004394132263,0.25,5
-0.6077998895376651,-0.31751185548302807,0.4194319200527764,-0.3654306419558894,-0.2759208465941389,0.12911050942461919,45,134,59.5,0.25,5
-0.6740256178206225,1.1357668340720066,1.8762554134694553,0.13988660324449725,0.8784418789527686,1.2893364571307857,269,1,269.01870128101655,0.25,5
0.18060163764039966,-0.6159184130716618,-0.7642371683482754,-0.6686209890761214,0.4166967887340056,0.7092234832777025,36,73,36.001657057148876,0.25,5
0.27520982090176743,-0.5597249704088672,-0.8552886366868179,-0.6686209890761214,-0.7376659368129019,-0.8860871948182766,16,83,47.99997100558143,0.25,5
1.7889407530836516,-0.6779249704926766,-0.9907732215745689,-0.4664940909959667,-0.7376659368129019,-0.958601316549912,18,46,25.500298665908204,0.25,5
-0.45011958410205216,-0.5597249704088672,-0.3089798266555632,-0.6686209890761214,-0.5067933917035204,-0.596030707891735,16,131,26.49956979692161,0.25,5
-0.5762638284505425,-0.31751185548302807,0.4194319200527764,0.9483941955651158,0.1858242436246241,-0.4510024644284641,74,145,102.0000034727849,0.25,5
-0.655103981168349,1.1357668340720066,1.8762554134694553,0.9483941955651158,0.8784418789527686,0.7092234832777025,370,152,322.0008398749183,0.25,5
-0.6834864361467593,1.1357668340720066,1.8762554134694553,0.9483941955651158,1.8019320593902948,0.12911050942461919,248,191,171.46220033854334,0.25,5
-0.055918820513019774,-0.5597249704088672,-0.6731857000097329,-0.6180892645560827,-0.2759208465941389,-0.596030707891735,24,117,21.999765342924427,0.25,5
-0.3744330374929579,-0.5597249704088672,-0.3089798266555632,-0.6686209890761214,-0.7376659368129019,-0.4510024644284641,42,204,33.500058694544606,0.25,5
1.1266834702540773,-0.6159184130716618,-0.8552886366868179,-0.6686209890761214,-0.7376659368129019,-0.958601316549912,16,104,25.499436777710002,0.25,5
-0.3239753397535618,-0.31751185548302807,1.8762554134694553,0.13988660324449725,-0.7376659368129019,2.8846471352267646,189,91,89.52127789655297,0.25,5
0.24367375981464484,-0.6779249704926766,-0.5821342316711905,-0.5675575400360441,-0.7376659368129019,-0.6685448296233704,77,28,17.999864665138592,0.25,5
-0.2388279748183308,-0.6750184131135666,-0.8552886366868179,-0.4664940909959667,-0.04504830148475741,0.056596387692983786,19,16,28.499634184607853,0.25,5
-0.6393359506247877,1.1357668340720066,0.4194319200527764,0.13988660324449725,0.8784418789527686,0.12911050942461919,214,150,118.99900331738024,0.25,5
-0.6077998895376651,-0.31751185548302807,-0.3089798266555632,-0.4664940909959667,-0.7376659368129019,-0.596030707891735,56,127,60.49979336939794,0.25,5
-0.13475897323082625,-0.6779249704926766,-0.3089798266555632,-0.4664940909959667,-0.7376659368129019,-0.4510024644284641,62,49,40.50009695211714,0.25,5
-0.21359912594863273,-0.7399315279136914,-0.8552886366868179,-0.6686209890761214,-0.2759208465941389,0.7092234832777025,22,72,36.50218156791917,0.25,5
-0.6929472544728961,3.07347175347872,1.8762554134694553,0.9483941955651158,2.7254222398278207,1.2893364571307857,489,7,416.0226912140897,0.25,5
0.27520982090176743,-0.5597249704088672,-0.7642371683482754,-0.6686209890761214,-0.5067933917035204,-0.7410589513550058,16,80,47.99998500268049,0.25,5
-0.13475897323082625,-0.5597249704088672,-0.8552886366868179,-0.6686209890761214,-0.7376659368129019,-0.8860871948182766,25,170,24.000200489257868,0.25,10
-0.12529815490468948,-0.5597249704088672,-0.8552886366868179,-0.6686209890761214,-0.7376659368129019,-0.6685448296233704,24,100,24.000047294662057,0.25,10
0.0229213322047867,-0.6779249704926766,-0.6731857000097329,-0.6686209890761214,-0.04504830148475741,-0.5235165861600996,50,174,44.99833693621801,0.25,10
